user_id,mandate_attempt_datetime,day_of_week,hour_of_day,setup_status,failure_reason
U1224,2026-02-01 15:27:00,Sunday,15,Success,
U1225,2026-02-28 17:56:00,Saturday,17,Success,
U1226,2026-02-09 03:24:00,Monday,3,Failed,Bank_Timeout
U1227,2026-02-07 06:34:00,Saturday,6,Success,
U1228,2026-01-28 04:35:00,Wednesday,4,Failed,VPA_Invalid
U1229,2026-02-22 08:03:00,Sunday,8,Failed,Bank_Timeout
U1230,2026-01-30 06:33:00,Friday,6,Failed,VPA_Invalid
U1231,2026-01-25 04:39:00,Sunday,4,Failed,Incorrect_UPI_PIN
U1232,2026-01-22 17:51:00,Thursday,17,Failed,Bank_Timeout
U1233,2026-02-04 09:24:00,Wednesday,9,Failed,Incorrect_UPI_PIN
U1234,2026-01-17 18:52:00,Saturday,18,Success,
U1235,2026-02-06 04:58:00,Friday,4,Success,
U1236,2026-01-29 21:59:00,Thursday,21,Success,
U1237,2026-02-04 09:11:00,Wednesday,9,Failed,Bank_Timeout
U1238,2026-01-29 04:53:00,Thursday,4,Success,
U1239,2026-02-27 20:39:00,Friday,20,Failed,Bank_Timeout
U1240,2026-01-05 22:18:00,Monday,22,Success,
U1241,2026-02-27 23:32:00,Friday,23,Failed,Bank_Timeout
U1242,2026-02-19 03:03:00,Thursday,3,Failed,Incorrect_UPI_PIN
U1243,2026-01-13 22:36:00,Tuesday,22,Failed,Incorrect_UPI_PIN
U1244,2026-01-23 01:12:00,Friday,1,Success,
U1245,2026-01-18 06:43:00,Sunday,6,Failed,Incorrect_UPI_PIN
U1246,2026-02-13 23:58:00,Friday,23,Failed,VPA_Invalid
U1247,2026-01-26 11:45:00,Monday,11,Success,
U1248,2026-01-09 19:18:00,Friday,19,Failed,Bank_Timeout
U1249,2026-01-08 02:11:00,Thursday,2,Failed,VPA_Invalid
U1250,2026-01-12 22:58:00,Monday,22,Failed,Bank_Timeout
U1251,2026-02-17 11:34:00,Tuesday,11,Success,
U1252,2026-02-13 09:40:00,Friday,9,Failed,Bank_Timeout
U1253,2026-01-24 09:42:00,Saturday,9,Success,
U1254,2026-01-02 20:55:00,Friday,20,Success,
U1255,2026-01-23 22:49:00,Friday,22,Success,
U1256,2026-02-20 23:25:00,Friday,23,Failed,Bank_Timeout
U1257,2026-01-24 04:43:00,Saturday,4,Failed,Incorrect_UPI_PIN
U1258,2026-02-26 18:54:00,Thursday,18,Success,
U1259,2026-02-01 16:28:00,Sunday,16,Failed,Bank_Timeout
U1260,2026-02-18 06:12:00,Wednesday,6,Failed,Bank_Timeout
U1261,2026-02-02 06:44:00,Monday,6,Failed,Incorrect_UPI_PIN
U1262,2026-01-31 19:34:00,Saturday,19,Failed,VPA_Invalid
U1263,2026-01-16 08:35:00,Friday,8,Success,
U1264,2026-01-30 08:38:00,Friday,8,Failed,VPA_Invalid
U1265,2026-02-10 11:14:00,Tuesday,11,Failed,Bank_Timeout
U1266,2026-02-25 16:26:00,Wednesday,16,Success,
U1267,2026-02-03 17:32:00,Tuesday,17,Failed,VPA_Invalid
U1268,2026-01-14 13:19:00,Wednesday,13,Success,
U1269,2026-01-27 11:55:00,Tuesday,11,Success,
U1270,2026-02-01 21:17:00,Sunday,21,Failed,Incorrect_UPI_PIN
U1271,2026-02-14 17:07:00,Saturday,17,Failed,VPA_Invalid
U1272,2026-02-19 02:25:00,Thursday,2,Failed,VPA_Invalid
U1273,2026-01-13 16:30:00,Tuesday,16,Success,
U1274,2026-01-30 14:31:00,Friday,14,Failed,Incorrect_UPI_PIN
U1275,2026-01-23 06:10:00,Friday,6,Success,
U1276,2026-01-12 06:49:00,Monday,6,Failed,VPA_Invalid
U1277,2026-02-16 01:44:00,Monday,1,Success,
U1278,2026-01-25 06:22:00,Sunday,6,Failed,VPA_Invalid
U1279,2026-01-24 00:54:00,Saturday,0,Success,
U1280,2026-01-23 12:28:00,Friday,12,Failed,Incorrect_UPI_PIN
U1281,2026-01-19 13:19:00,Monday,13,Failed,Incorrect_UPI_PIN
U1282,2026-02-20 08:58:00,Friday,8,Failed,Incorrect_UPI_PIN
U1283,2026-02-25 04:43:00,Wednesday,4,Failed,Bank_Timeout
U1284,2026-02-06 15:58:00,Friday,15,Failed,Bank_Timeout
U1285,2026-01-24 04:53:00,Saturday,4,Failed,Incorrect_UPI_PIN
U1286,2026-02-16 13:22:00,Monday,13,Success,
U1287,2026-02-06 06:20:00,Friday,6,Success,
U1288,2026-02-10 10:36:00,Tuesday,10,Success,
U1289,2026-02-22 01:06:00,Sunday,1,Success,
U1290,2026-02-14 16:28:00,Saturday,16,Success,
U1291,2026-01-16 17:00:00,Friday,17,Failed,Bank_Timeout
U1292,2026-01-24 23:14:00,Saturday,23,Failed,VPA_Invalid
U1293,2026-02-16 04:02:00,Monday,4,Failed,Bank_Timeout
U1294,2026-02-11 13:56:00,Wednesday,13,Success,
U1295,2026-01-03 00:15:00,Saturday,0,Success,
U1296,2026-01-30 20:39:00,Friday,20,Failed,Bank_Timeout
U1297,2026-01-08 04:43:00,Thursday,4,Failed,Bank_Timeout
U1298,2026-01-22 05:20:00,Thursday,5,Failed,Incorrect_UPI_PIN
U1299,2026-01-14 07:36:00,Wednesday,7,Failed,Bank_Timeout
U1300,2026-02-10 21:28:00,Tuesday,21,Success,
U1301,2026-02-15 12:01:00,Sunday,12,Failed,Incorrect_UPI_PIN
U1302,2026-01-27 15:42:00,Tuesday,15,Failed,Incorrect_UPI_PIN
U1303,2026-01-23 16:30:00,Friday,16,Failed,Incorrect_UPI_PIN
U1304,2026-01-29 03:06:00,Thursday,3,Failed,VPA_Invalid
U1305,2026-01-12 21:12:00,Monday,21,Success,
U1306,2026-02-01 13:23:00,Sunday,13,Failed,Bank_Timeout
U1307,2026-02-10 20:48:00,Tuesday,20,Failed,Bank_Timeout
U1308,2026-02-01 03:14:00,Sunday,3,Failed,Incorrect_UPI_PIN
U1309,2026-02-04 11:32:00,Wednesday,11,Success,
U1310,2026-01-01 16:51:00,Thursday,16,Success,
U1311,2026-01-23 20:44:00,Friday,20,Success,
U1312,2026-02-17 00:19:00,Tuesday,0,Failed,VPA_Invalid
U1313,2026-01-22 04:33:00,Thursday,4,Success,
U1314,2026-02-08 01:54:00,Sunday,1,Success,
U1315,2026-02-13 12:28:00,Friday,12,Success,
U1316,2026-02-04 11:21:00,Wednesday,11,Failed,Incorrect_UPI_PIN
U1317,2026-02-01 22:17:00,Sunday,22,Failed,VPA_Invalid
U1318,2026-01-15 12:52:00,Thursday,12,Failed,Incorrect_UPI_PIN
U1319,2026-02-16 11:20:00,Monday,11,Success,
U1320,2026-01-12 04:40:00,Monday,4,Success,
U1321,2026-01-25 03:17:00,Sunday,3,Success,
U1322,2026-01-02 09:32:00,Friday,9,Failed,VPA_Invalid
U1323,2026-02-25 20:55:00,Wednesday,20,Success,
U1324,2026-01-27 19:18:00,Tuesday,19,Success,
U1325,2026-01-27 16:10:00,Tuesday,16,Failed,Bank_Timeout
U1326,2026-02-15 03:23:00,Sunday,3,Failed,Bank_Timeout
U1327,2026-01-19 08:56:00,Monday,8,Failed,Incorrect_UPI_PIN
U1328,2026-02-10 06:34:00,Tuesday,6,Success,
U1329,2026-01-31 18:12:00,Saturday,18,Failed,Bank_Timeout
U1330,2026-01-01 09:21:00,Thursday,9,Failed,Incorrect_UPI_PIN
U1331,2026-01-07 09:47:00,Wednesday,9,Failed,Incorrect_UPI_PIN
U1332,2026-01-19 18:06:00,Monday,18,Failed,Incorrect_UPI_PIN
U1333,2026-02-15 20:04:00,Sunday,20,Failed,Incorrect_UPI_PIN
U1334,2026-01-07 05:45:00,Wednesday,5,Failed,VPA_Invalid
U1335,2026-02-20 23:31:00,Friday,23,Success,
U1336,2026-02-05 18:58:00,Thursday,18,Success,
U1337,2026-02-05 22:54:00,Thursday,22,Success,
U1338,2026-01-25 19:12:00,Sunday,19,Success,
U1339,2026-01-11 09:58:00,Sunday,9,Failed,Bank_Timeout
U1340,2026-01-06 17:24:00,Tuesday,17,Failed,Incorrect_UPI_PIN
U1341,2026-01-20 21:13:00,Tuesday,21,Failed,Incorrect_UPI_PIN
U1342,2026-01-31 05:52:00,Saturday,5,Success,
U1343,2026-02-26 06:23:00,Thursday,6,Failed,Incorrect_UPI_PIN
U1344,2026-01-06 16:11:00,Tuesday,16,Success,
U1345,2026-02-15 20:24:00,Sunday,20,Failed,VPA_Invalid
U1346,2026-01-27 03:56:00,Tuesday,3,Success,
U1347,2026-02-14 21:29:00,Saturday,21,Success,
U1348,2026-01-02 17:35:00,Friday,17,Success,
U1349,2026-01-04 22:29:00,Sunday,22,Success,
U1350,2026-01-12 11:22:00,Monday,11,Failed,Incorrect_UPI_PIN
U1351,2026-02-09 11:59:00,Monday,11,Failed,Incorrect_UPI_PIN
U1352,2026-01-26 07:49:00,Monday,7,Failed,Bank_Timeout
U1353,2026-01-15 02:59:00,Thursday,2,Success,
U1354,2026-01-06 05:45:00,Tuesday,5,Failed,Incorrect_UPI_PIN
U1355,2026-01-29 11:39:00,Thursday,11,Failed,VPA_Invalid
U1356,2026-02-09 11:09:00,Monday,11,Failed,Bank_Timeout
U1357,2026-02-01 00:18:00,Sunday,0,Failed,VPA_Invalid
U1358,2026-02-10 08:03:00,Tuesday,8,Success,
U1359,2026-02-16 19:13:00,Monday,19,Failed,Incorrect_UPI_PIN
U1360,2026-01-20 01:34:00,Tuesday,1,Failed,Incorrect_UPI_PIN
U1361,2026-01-15 04:46:00,Thursday,4,Success,
U1362,2026-02-07 23:40:00,Saturday,23,Failed,VPA_Invalid
U1363,2026-01-05 07:41:00,Monday,7,Failed,VPA_Invalid
U1364,2026-01-31 02:27:00,Saturday,2,Success,
U1365,2026-02-26 06:36:00,Thursday,6,Failed,Bank_Timeout
U1366,2026-02-12 04:29:00,Thursday,4,Failed,VPA_Invalid
U1367,2026-02-18 12:05:00,Wednesday,12,Success,
U1368,2026-02-17 07:15:00,Tuesday,7,Success,
U1369,2026-01-10 17:59:00,Saturday,17,Success,
U1370,2026-02-27 05:27:00,Friday,5,Success,
U1371,2026-01-06 12:20:00,Tuesday,12,Failed,Incorrect_UPI_PIN
U1372,2026-02-16 19:03:00,Monday,19,Success,
U1373,2026-03-01 18:37:00,Sunday,18,Failed,VPA_Invalid
U1374,2026-01-09 01:38:00,Friday,1,Failed,VPA_Invalid
U1375,2026-01-08 06:26:00,Thursday,6,Failed,VPA_Invalid
U1376,2026-01-02 08:06:00,Friday,8,Success,
U1377,2026-02-05 12:56:00,Thursday,12,Success,
U1378,2026-01-06 12:10:00,Tuesday,12,Failed,Bank_Timeout
U1379,2026-02-04 15:39:00,Wednesday,15,Failed,Incorrect_UPI_PIN
U1380,2026-01-25 05:47:00,Sunday,5,Failed,Bank_Timeout
U1381,2026-01-26 12:04:00,Monday,12,Success,
U1382,2026-01-27 20:02:00,Tuesday,20,Success,
U1383,2026-01-27 19:28:00,Tuesday,19,Failed,VPA_Invalid
U1384,2026-01-22 04:03:00,Thursday,4,Success,
U1385,2026-02-10 23:26:00,Tuesday,23,Success,
U1386,2026-01-27 00:32:00,Tuesday,0,Success,
U1387,2026-01-17 10:56:00,Saturday,10,Failed,Incorrect_UPI_PIN
U1388,2026-01-13 00:52:00,Tuesday,0,Failed,Incorrect_UPI_PIN
U1389,2026-02-17 00:26:00,Tuesday,0,Success,
U1390,2026-01-19 18:18:00,Monday,18,Failed,Incorrect_UPI_PIN
U1391,2026-02-21 14:45:00,Saturday,14,Success,
U1392,2026-02-16 01:30:00,Monday,1,Failed,Incorrect_UPI_PIN
U1393,2026-02-22 14:58:00,Sunday,14,Failed,Incorrect_UPI_PIN
U1394,2026-01-22 22:56:00,Thursday,22,Failed,Bank_Timeout
U1395,2026-02-22 14:59:00,Sunday,14,Success,
U1396,2026-01-23 13:10:00,Friday,13,Failed,Incorrect_UPI_PIN
U1397,2026-02-11 15:07:00,Wednesday,15,Success,
U1398,2026-02-15 04:35:00,Sunday,4,Failed,Incorrect_UPI_PIN
U1399,2026-02-16 14:00:00,Monday,14,Failed,VPA_Invalid
U1400,2026-03-01 14:42:00,Sunday,14,Success,
U1401,2026-01-17 03:11:00,Saturday,3,Success,
U1402,2026-01-05 16:42:00,Monday,16,Success,
U1403,2026-01-31 12:57:00,Saturday,12,Success,
U1404,2026-02-01 01:32:00,Sunday,1,Failed,Bank_Timeout
U1405,2026-01-05 12:14:00,Monday,12,Failed,Incorrect_UPI_PIN
U1406,2026-02-11 06:21:00,Wednesday,6,Failed,VPA_Invalid
U1407,2026-01-24 13:04:00,Saturday,13,Success,
U1408,2026-01-20 02:50:00,Tuesday,2,Failed,VPA_Invalid
U1409,2026-01-20 04:58:00,Tuesday,4,Success,
U1410,2026-01-26 09:10:00,Monday,9,Failed,Bank_Timeout
U1411,2026-01-05 23:02:00,Monday,23,Failed,Bank_Timeout
U1412,2026-01-22 15:21:00,Thursday,15,Failed,VPA_Invalid
U1413,2026-02-22 21:21:00,Sunday,21,Failed,VPA_Invalid
U1414,2026-01-15 05:51:00,Thursday,5,Failed,Incorrect_UPI_PIN
U1415,2026-02-09 13:12:00,Monday,13,Failed,Bank_Timeout
U1416,2026-02-04 15:25:00,Wednesday,15,Success,
U1417,2026-01-06 11:23:00,Tuesday,11,Failed,Incorrect_UPI_PIN
U1418,2026-01-13 20:04:00,Tuesday,20,Success,
U1419,2026-01-18 22:30:00,Sunday,22,Failed,VPA_Invalid
U1420,2026-02-21 09:42:00,Saturday,9,Failed,Incorrect_UPI_PIN
U1421,2026-03-01 11:45:00,Sunday,11,Failed,Incorrect_UPI_PIN
U1422,2026-02-09 09:43:00,Monday,9,Failed,Incorrect_UPI_PIN
U1423,2026-02-11 22:09:00,Wednesday,22,Success,
U1424,2026-01-22 10:48:00,Thursday,10,Failed,Incorrect_UPI_PIN
U1425,2026-02-10 01:09:00,Tuesday,1,Failed,VPA_Invalid
U1426,2026-02-06 01:11:00,Friday,1,Success,
U1427,2026-01-11 16:49:00,Sunday,16,Success,
U1428,2026-01-25 16:12:00,Sunday,16,Failed,Bank_Timeout
U1429,2026-01-31 22:43:00,Saturday,22,Failed,Incorrect_UPI_PIN
U1430,2026-01-30 10:37:00,Friday,10,Failed,Bank_Timeout
U1431,2026-02-15 11:11:00,Sunday,11,Failed,VPA_Invalid
U1432,2026-02-20 14:15:00,Friday,14,Failed,Incorrect_UPI_PIN
U1433,2026-02-28 00:06:00,Saturday,0,Failed,Incorrect_UPI_PIN
U1434,2026-01-23 00:40:00,Friday,0,Failed,VPA_Invalid
U1435,2026-01-29 04:33:00,Thursday,4,Success,
U1436,2026-01-04 05:13:00,Sunday,5,Success,
U1437,2026-02-16 23:08:00,Monday,23,Failed,Bank_Timeout
U1438,2026-01-12 21:08:00,Monday,21,Failed,Incorrect_UPI_PIN
U1439,2026-02-28 17:58:00,Saturday,17,Failed,VPA_Invalid
U1440,2026-02-21 03:08:00,Saturday,3,Failed,VPA_Invalid
U1441,2026-01-28 12:49:00,Wednesday,12,Failed,Bank_Timeout
U1442,2026-02-15 16:52:00,Sunday,16,Failed,Incorrect_UPI_PIN
U1443,2026-02-07 06:05:00,Saturday,6,Success,
U1444,2026-01-08 09:23:00,Thursday,9,Failed,VPA_Invalid
U1445,2026-03-01 19:55:00,Sunday,19,Success,
U1446,2026-02-10 02:23:00,Tuesday,2,Success,
U1447,2026-02-28 18:46:00,Saturday,18,Failed,Bank_Timeout
U1448,2026-02-08 07:12:00,Sunday,7,Failed,Incorrect_UPI_PIN
U1449,2026-02-18 18:32:00,Wednesday,18,Failed,VPA_Invalid
U1450,2026-01-05 09:04:00,Monday,9,Success,
U1451,2026-02-11 23:02:00,Wednesday,23,Success,
U1452,2026-02-01 22:50:00,Sunday,22,Success,
U1453,2026-01-19 03:45:00,Monday,3,Failed,VPA_Invalid
U1454,2026-01-19 15:43:00,Monday,15,Failed,VPA_Invalid
U1455,2026-02-22 07:42:00,Sunday,7,Failed,VPA_Invalid
U1456,2026-02-05 22:02:00,Thursday,22,Success,
U1457,2026-01-01 09:28:00,Thursday,9,Failed,VPA_Invalid
U1458,2026-02-04 22:16:00,Wednesday,22,Failed,VPA_Invalid
U1459,2026-01-25 15:12:00,Sunday,15,Success,
U1460,2026-02-21 08:31:00,Saturday,8,Failed,VPA_Invalid
U1461,2026-01-09 00:01:00,Friday,0,Success,
U1462,2026-02-25 15:17:00,Wednesday,15,Failed,Incorrect_UPI_PIN
U1463,2026-01-18 17:26:00,Sunday,17,Failed,Incorrect_UPI_PIN
U1464,2026-02-10 23:07:00,Tuesday,23,Failed,Incorrect_UPI_PIN
U1465,2026-02-17 17:15:00,Tuesday,17,Success,
U1466,2026-02-24 16:55:00,Tuesday,16,Success,
U1467,2026-02-10 13:26:00,Tuesday,13,Failed,Bank_Timeout
U1468,2026-02-06 03:59:00,Friday,3,Failed,VPA_Invalid
U1469,2026-01-13 02:17:00,Tuesday,2,Failed,Incorrect_UPI_PIN
U1470,2026-01-11 16:26:00,Sunday,16,Success,
U1471,2026-02-05 13:10:00,Thursday,13,Failed,Incorrect_UPI_PIN
U1472,2026-01-01 00:14:00,Thursday,0,Success,
U1473,2026-02-19 00:40:00,Thursday,0,Failed,VPA_Invalid
U1474,2026-02-10 01:08:00,Tuesday,1,Failed,VPA_Invalid
U1475,2026-01-05 21:13:00,Monday,21,Failed,VPA_Invalid
U1476,2026-02-20 09:04:00,Friday,9,Success,
U1477,2026-01-12 18:19:00,Monday,18,Failed,Incorrect_UPI_PIN
U1478,2026-01-30 17:30:00,Friday,17,Success,
U1479,2026-02-11 02:46:00,Wednesday,2,Success,
U1480,2026-01-14 11:45:00,Wednesday,11,Success,
U1481,2026-02-03 01:03:00,Tuesday,1,Failed,Incorrect_UPI_PIN
U1482,2026-02-15 01:53:00,Sunday,1,Success,
U1483,2026-01-21 23:11:00,Wednesday,23,Failed,Incorrect_UPI_PIN
U1484,2026-02-07 19:31:00,Saturday,19,Success,
U1485,2026-01-02 07:28:00,Friday,7,Success,
U1486,2026-01-09 06:39:00,Friday,6,Success,
U1487,2026-01-06 12:05:00,Tuesday,12,Success,
U1488,2026-02-11 23:19:00,Wednesday,23,Success,
U1489,2026-01-28 05:21:00,Wednesday,5,Failed,Incorrect_UPI_PIN
U1490,2026-01-23 10:14:00,Friday,10,Failed,VPA_Invalid
U1491,2026-01-28 20:05:00,Wednesday,20,Success,
U1492,2026-02-26 13:06:00,Thursday,13,Success,
U1493,2026-02-03 09:19:00,Tuesday,9,Failed,VPA_Invalid
U1494,2026-02-03 14:52:00,Tuesday,14,Failed,Bank_Timeout
U1495,2026-02-08 12:53:00,Sunday,12,Success,
U1496,2026-02-13 14:14:00,Friday,14,Success,
U1497,2026-01-29 07:39:00,Thursday,7,Failed,Bank_Timeout
U1498,2026-02-03 04:10:00,Tuesday,4,Failed,Bank_Timeout
U1499,2026-02-02 12:40:00,Monday,12,Failed,VPA_Invalid
U1500,2026-02-10 23:00:00,Tuesday,23,Failed,Incorrect_UPI_PIN
U1501,2026-01-19 17:51:00,Monday,17,Success,
U1502,2026-01-21 07:29:00,Wednesday,7,Failed,VPA_Invalid
U1503,2026-02-12 11:37:00,Thursday,11,Failed,Bank_Timeout
U1504,2026-01-09 12:43:00,Friday,12,Success,
U1505,2026-01-31 14:45:00,Saturday,14,Success,
U1506,2026-02-14 10:06:00,Saturday,10,Success,
U1507,2026-01-21 09:24:00,Wednesday,9,Failed,VPA_Invalid
U1508,2026-02-27 09:27:00,Friday,9,Success,
U1509,2026-02-17 10:27:00,Tuesday,10,Success,
U1510,2026-01-19 09:14:00,Monday,9,Failed,Bank_Timeout
U1511,2026-02-21 19:33:00,Saturday,19,Success,
U1512,2026-01-01 11:51:00,Thursday,11,Success,
U1513,2026-01-02 06:56:00,Friday,6,Success,
U1514,2026-01-11 04:15:00,Sunday,4,Failed,VPA_Invalid
U1515,2026-02-10 14:46:00,Tuesday,14,Failed,Incorrect_UPI_PIN
U1516,2026-01-15 16:49:00,Thursday,16,Failed,VPA_Invalid
U1517,2026-02-21 02:33:00,Saturday,2,Success,
U1518,2026-02-10 01:22:00,Tuesday,1,Failed,Incorrect_UPI_PIN
U1519,2026-02-25 16:18:00,Wednesday,16,Success,
U1520,2026-01-22 03:43:00,Thursday,3,Failed,Incorrect_UPI_PIN
U1521,2026-02-11 22:17:00,Wednesday,22,Failed,Bank_Timeout
U1522,2026-01-12 21:08:00,Monday,21,Success,
U1523,2026-02-02 02:42:00,Monday,2,Success,
U1524,2026-01-26 00:14:00,Monday,0,Success,
U1525,2026-02-23 22:18:00,Monday,22,Success,
U1526,2026-01-17 07:01:00,Saturday,7,Failed,VPA_Invalid
U1527,2026-01-08 01:11:00,Thursday,1,Failed,VPA_Invalid
U1528,2026-02-28 09:08:00,Saturday,9,Failed,Bank_Timeout
U1529,2026-02-21 07:40:00,Saturday,7,Failed,VPA_Invalid
U1530,2026-01-13 06:28:00,Tuesday,6,Success,
U1531,2026-01-25 15:58:00,Sunday,15,Failed,VPA_Invalid
U1532,2026-01-17 19:42:00,Saturday,19,Success,
U1533,2026-02-01 09:18:00,Sunday,9,Failed,Incorrect_UPI_PIN
U1534,2026-01-14 12:24:00,Wednesday,12,Failed,Incorrect_UPI_PIN
U1535,2026-02-08 16:33:00,Sunday,16,Success,
U1536,2026-01-09 02:39:00,Friday,2,Success,
U1537,2026-01-14 22:30:00,Wednesday,22,Success,
U1538,2026-02-26 01:56:00,Thursday,1,Success,
U1539,2026-01-23 18:50:00,Friday,18,Failed,Bank_Timeout
U1540,2026-02-18 10:32:00,Wednesday,10,Failed,Incorrect_UPI_PIN
U1541,2026-02-19 04:32:00,Thursday,4,Success,
U1542,2026-02-15 23:35:00,Sunday,23,Failed,VPA_Invalid
U1543,2026-02-05 02:25:00,Thursday,2,Success,
U1544,2026-02-18 18:11:00,Wednesday,18,Failed,VPA_Invalid
U1545,2026-02-18 02:10:00,Wednesday,2,Success,
U1546,2026-02-03 17:24:00,Tuesday,17,Failed,VPA_Invalid
U1547,2026-02-23 10:48:00,Monday,10,Failed,Bank_Timeout
U1548,2026-01-20 06:43:00,Tuesday,6,Failed,Bank_Timeout
U1549,2026-02-08 10:35:00,Sunday,10,Success,
U1550,2026-01-02 14:12:00,Friday,14,Failed,Incorrect_UPI_PIN
U1551,2026-02-03 03:28:00,Tuesday,3,Success,
U1552,2026-01-27 06:22:00,Tuesday,6,Failed,VPA_Invalid
U1553,2026-02-04 12:00:00,Wednesday,12,Failed,Bank_Timeout
U1554,2026-02-28 05:05:00,Saturday,5,Success,
U1555,2026-02-11 12:06:00,Wednesday,12,Failed,VPA_Invalid
U1556,2026-02-10 02:20:00,Tuesday,2,Failed,VPA_Invalid
U1557,2026-01-26 20:01:00,Monday,20,Success,
U1558,2026-01-15 18:38:00,Thursday,18,Failed,Incorrect_UPI_PIN
U1559,2026-01-13 21:29:00,Tuesday,21,Success,
U1560,2026-02-04 08:08:00,Wednesday,8,Success,
U1561,2026-02-15 20:57:00,Sunday,20,Success,
U1562,2026-01-25 09:54:00,Sunday,9,Failed,Bank_Timeout
U1563,2026-02-02 09:12:00,Monday,9,Success,
U1564,2026-01-25 01:02:00,Sunday,1,Failed,Incorrect_UPI_PIN
U1565,2026-02-05 16:04:00,Thursday,16,Failed,Incorrect_UPI_PIN
U1566,2026-01-15 13:45:00,Thursday,13,Success,
U1567,2026-02-28 21:21:00,Saturday,21,Failed,Incorrect_UPI_PIN
U1568,2026-02-08 10:55:00,Sunday,10,Failed,Incorrect_UPI_PIN
U1569,2026-02-20 07:13:00,Friday,7,Failed,Bank_Timeout
U1570,2026-01-20 10:58:00,Tuesday,10,Failed,Bank_Timeout
U1571,2026-01-07 09:50:00,Wednesday,9,Failed,Incorrect_UPI_PIN
U1572,2026-02-13 00:30:00,Friday,0,Failed,Bank_Timeout
U1573,2026-01-12 21:52:00,Monday,21,Failed,VPA_Invalid
U1574,2026-01-29 16:46:00,Thursday,16,Failed,Bank_Timeout
U1575,2026-01-11 16:41:00,Sunday,16,Success,
U1576,2026-01-19 18:12:00,Monday,18,Failed,Bank_Timeout
U1577,2026-02-23 01:48:00,Monday,1,Failed,Incorrect_UPI_PIN
U1578,2026-02-19 09:10:00,Thursday,9,Failed,Bank_Timeout
U1579,2026-01-30 21:17:00,Friday,21,Success,
U1580,2026-01-08 21:18:00,Thursday,21,Success,
U1581,2026-01-06 20:15:00,Tuesday,20,Success,
U1582,2026-01-25 09:34:00,Sunday,9,Failed,VPA_Invalid
U1583,2026-02-01 06:02:00,Sunday,6,Failed,Incorrect_UPI_PIN
U1584,2026-01-09 00:46:00,Friday,0,Failed,Bank_Timeout
U1585,2026-01-24 11:18:00,Saturday,11,Failed,Incorrect_UPI_PIN
U1586,2026-01-23 04:22:00,Friday,4,Success,
U1587,2026-02-19 20:00:00,Thursday,20,Failed,Incorrect_UPI_PIN
U1588,2026-01-24 01:00:00,Saturday,1,Failed,Incorrect_UPI_PIN
U1589,2026-01-11 16:24:00,Sunday,16,Failed,Incorrect_UPI_PIN
U1590,2026-02-15 18:47:00,Sunday,18,Success,
U1591,2026-01-13 15:41:00,Tuesday,15,Success,
U1592,2026-01-22 20:33:00,Thursday,20,Failed,Incorrect_UPI_PIN
U1593,2026-01-26 13:22:00,Monday,13,Success,
U1594,2026-02-01 05:53:00,Sunday,5,Failed,VPA_Invalid
U1595,2026-02-03 12:04:00,Tuesday,12,Failed,VPA_Invalid
U1596,2026-01-19 11:54:00,Monday,11,Failed,Incorrect_UPI_PIN
U1597,2026-02-06 22:31:00,Friday,22,Failed,Bank_Timeout
U1598,2026-02-26 23:26:00,Thursday,23,Success,
U1599,2026-01-15 00:25:00,Thursday,0,Failed,VPA_Invalid
U1600,2026-01-13 06:38:00,Tuesday,6,Failed,VPA_Invalid
U1601,2026-02-17 11:43:00,Tuesday,11,Success,
U1602,2026-01-14 04:52:00,Wednesday,4,Success,
U1603,2026-01-13 02:34:00,Tuesday,2,Failed,Incorrect_UPI_PIN
U1604,2026-02-10 10:55:00,Tuesday,10,Failed,Bank_Timeout
U1605,2026-01-26 08:15:00,Monday,8,Failed,Bank_Timeout
U1606,2026-01-05 23:07:00,Monday,23,Success,
U1607,2026-01-22 11:11:00,Thursday,11,Failed,Bank_Timeout
U1608,2026-02-05 22:05:00,Thursday,22,Success,
U1609,2026-01-02 13:28:00,Friday,13,Failed,Incorrect_UPI_PIN
U1610,2026-02-26 16:02:00,Thursday,16,Failed,Incorrect_UPI_PIN
U1611,2026-02-20 15:07:00,Friday,15,Failed,VPA_Invalid
U1612,2026-01-07 14:11:00,Wednesday,14,Failed,Bank_Timeout
U1613,2026-02-07 12:46:00,Saturday,12,Success,
U1614,2026-02-25 02:02:00,Wednesday,2,Failed,Bank_Timeout
U1615,2026-01-12 11:14:00,Monday,11,Failed,VPA_Invalid
U1616,2026-02-04 04:57:00,Wednesday,4,Success,
U1617,2026-01-20 15:28:00,Tuesday,15,Failed,Bank_Timeout
U1618,2026-01-03 12:20:00,Saturday,12,Success,
U1619,2026-02-01 06:48:00,Sunday,6,Failed,Incorrect_UPI_PIN
U1620,2026-01-13 22:05:00,Tuesday,22,Failed,Bank_Timeout
U1621,2026-02-07 08:23:00,Saturday,8,Failed,Incorrect_UPI_PIN
U1622,2026-02-26 11:01:00,Thursday,11,Success,
U1623,2026-01-25 18:10:00,Sunday,18,Success,
U1624,2026-02-07 22:11:00,Saturday,22,Success,
U1625,2026-01-05 20:27:00,Monday,20,Failed,Incorrect_UPI_PIN
U1626,2026-02-03 10:49:00,Tuesday,10,Failed,Incorrect_UPI_PIN
U1627,2026-02-20 12:59:00,Friday,12,Success,
U1628,2026-01-22 09:40:00,Thursday,9,Success,
